who1;who;text
2;1;Привет
2;1;Красивая фоточка а на ней красоточка !
2;1;Привет
2;2;Спасибо
2;1;Принцесса 
2;1;Привет прекрасная леди желает познакомиться с деревенским парнем без вредных привычек для серьёзных отношений и создания семьи с
2;1;Крассаваца 
2;1;шикарная
2;1;Шикарная!
2;2;А я уже спела
2;1;Песня с тебя
2;1;Сьедобная
2;1;Красотка
2;1;Привет
2;1;Zect
2;1;Леночка что молчишь?
2;1;Красотка секси
2;1;Шикарная женщина
2;1;Вы очаровательны 
2;1;не пишится в личку
2;1;Симпотка!
2;1;Красавица чудо и превлекательная
2;1;Сьедобная
2;1;Прелесть
2;1;Лапочка девочка
2;1;Красивые черты лица и губы прекрасные
2;1;Губы красивые
2;1;Красавица
2;1;Супер красавица
2;1;Красивая
2;1;Такая красивая симпатичная девушка украшает наш мир своим присутствием ты великолепная!!!!!
2;1;Приятная
2;1;Красавица
2;1;Губки бантиком
2;1;Шикарная,привлекательная красотка
2;1;Девушка вся цветет
2;1;Хорошие формы
2;1;красивая девочка
2;1;Здравствуйте Елена добрый вечер. Давайте по пробуем.познакомиться.
2;1;напиши мне смс. а то я не могу первый написать. не уходит
2;1;симпатичная девушка
2;1;Я здесь
2;1;Где то я видел это фото
2;1;Хороший отдых!
1;2;Какое замечательное семейство!
1;2;Какие лапуськи люблю вас
1;2;Не m, а мечта!!??
2;1;Arati super pe poze
2;1;Regina mea
2;1;Ce frumoasa esti
2;1;Привет красавица давай познакомимся
2;1;O zina
2;1;Приветик, выглядишь замечательно, напиши мне солнце.
2;1;Кукла
2;2;Любимый сын и дочь
2;2;Фамилия мя микэ , фечёрул ши фиика
2;1;Ma bucur de voi
2;1;Frumos cuplu
2;1;Красивая улыбка
2;1;Симпатичная девушка
2;1;Я помню чудное мгновенье И вот опять явилась ты, Как мимолетное виденье, Как гений чистой красоты. И сердце бьется в упоенье, И для него воскресли вновь И божество, и вдохновенье, И жизнь, и слезы, и любовь.
2;1;Класс
2;1;Прелесть
2;1;Классно виглидеш
2;1;Выгледиш очень мило даваи общаца. А?
2;1;Салом
2;1;Ты хорошенькая желаю тебе обрести свою любовь
2;1;Салом
2;1;Красавица
2;1;вот оно !!!! Женщина, с которой я хочу жить вечно ..
2;1;прелесть!!!!
2;1;Привет
2;1;Привет красивые фотки как дела
2;1;Классная фигура
2;1;Хушруча
2;1;Глаз на тебя поднять не смею! Ты очеровательнее всех! Ты лучик солнечный рассвета расой умытые цветы! Миом признанием без ответа !!!!Моей мечтою стела ты!!!!
2;1;Просто супер
2;1;Бнависм
2;1;привет
2;1;Мубиночка можно с вами пообщаться . Вы очень красивая.
2;1;Это ты себя скромной называешь?! ))
2;1;Привет милашка
2;1;вчера в 18:35Ту Сарвинози мархами рози эй Санам
2;1;Напиши мне...
2;2;Рахмат
2;1;Ту Сарвинози мархами рози эй Санам.
2;1;Красивая)
2;1;Салом
2;1;Симптюля!
2;1;Напиши мне в личный
2;1;Ганда хушру чашм нарасад
2;2;Спосибо
2;1;Это твое фото
2;1;Миленькая
2;1;Безумно прекрасная девушка нет слов
2;1;Не только фото но и порно
2;1;Могла бы стать фото моделью
2;1;Прелесть
2;1;Дабавит кун мана ягбор
2;1;Ты прекрасна )
2;2;Спосибо
2;1;От куда вы такие красивые
2;1;Салом МУБИНАЧОН БИЁ ШИНОС МЕШАВЕМ
2;1;Ты велеколетна
2;1;О какая красивая леди.
2;1;Ты красавица милый мне панравис
2;1;Привет давай познакомимся?
2;1;Видно что девушка не порядочная!!!
2;1;Все разные девушки
2;1;О да
2;1;Как куколка)))
2;1;Салом алекум
2;1;Да, это милость то какая)
2;1;Салом малекум
2;1;Лапочка!
2;1;Приветь
2;1;Саломалекум красавица
2;1;Салом
2;1;Просто очаровашка
2;2;Спосибочки всем
2;1;Красотуличка прелесть
2;1;"Красавица ммм -(;-)"
2;1;Привет красавица Очень красиво выглядишь
2;1;красавица ты супер!!!!!
2;1;Ширича ту
2;1;Твою фотографию я могу оценить только максимальными баллами 100000
2;1;Красивая
2;1;Не может быть что такая девушка здесь шлялас
2;1;Привет красавица прикрасно выглядишь
2;1;Милая
2;1;Класс красавица
2;2;Спосибочки всем
2;1;салом
2;1;салом
2;1;Ты красивый
2;1;Твои глаза — это звезды, Твои слова — это мудрость, Ты — Прекрасная девушка
2;1;Здравствуй Мудина! Напиши мне пожалуйста есть очень важный вопрос
2;1;Принцесса ты милашка
2;1;Привет как твои дела
2;1;Очень красивая девушка
2;1;Мубиначон
2;1;Сози хуби чува атвет намети
2;1;Супер фотоэффекты
2;1;Сози хуби чува атвет намети
2;1;Мубиначон
2;1;Салом хушруча
2;1;Пирает милпщеа
2;1;Привет
2;1;Вечер добрый Мубинахон
2;1;напиши мне
2;1;Чи мехури и ка асалаки
2;1;Мубиначка напиши мне милая
2;1;Ты БожеНственно мила ангел ты земная
2;1;ого какая вы красивая, только не ясно, как вас сюда занесло?)))
2;1;Милашка ты принцесса краоты куколка
2;1;чашмот мехранма пуст мекнанма
2;1;Пиши номер телефона
2;1;Инкадар хушру не ку якбор бе касметика суратошона бенимчи\nМаксимум то 35 солагишона хаматон ошик мешен бад хаматон кафоба нигох накарда мегурезитон
2;1;Принцесса
2;1;Лабота хурам хушруча
2;1;Красивые глаза
2;1;Красива
2;1;ты ?
2;1;Салом
2;1;Королева
2;1;Ты супер!
2;1;ТЫ ЕСТЬ САМАЯ-САМАЯ КРАСИВАЯ...МММ
2;1;Напиши мне в личку
2;1;Сурда Рави Бари мане
2;1;салом
2;1;Как кукла????
2;1;Да личка навис
2;1;Напиши в лч
2;1;Вы просто супер бомба
2;1;Ты великолепный и желанный цветок несравненной красоты!
2;1;Ты красивый
2;1;красавица
2;1;все таки ты самая прекрасная
2;1;Привет красавица если ты свободна можно с тобой пообщаться
2;1;красавица
2;1;Привет напиши меня красавица
2;1;Красависа
2;1;Привет
2;1;Хоршо выглядишь
2;1;Можна пазнакомитса
2;1;У тебя нет ни капли приличия - своими обольстительными нарядами ты вгоняешь меня в краску!
2;1;Сладкий
2;1;Привет
2;1;Мисс, может ответите?
2;1;Приятная леди, молодец.
2;1;привет
2;1;салом
2;1;Красотка
2;1;Красивая и скромная.
2;1;у тебя прекрасная тела мне нравица
2;1;Privet milashka
2;1;красавица просто
2;1;хеле зебо
2;1;Милая девушка
2;1;Привет ть супер
2;1;Прекрасная
2;1;Напиши в лч
2;1;Ущипни меня, пожалуйста, иначе я не поверю, что эта совершенная красавица - ты
2;1;Ты красивый
2;1;Красатулка
2;1;Обояшка
2;1;Самая красивая
2;1;красуня
2;1;Красатулька
2;1;Очень красивые глаза
2;1;Красавица!
2;1;Твои глаза алмазные как две звездочки с небес! Ты девушка прекрасная ты чуда из чудес!!
2;1;Ты - женщина, которая меняет Мир!
2;1;Привет нопиши мне в личку будим абшатся?
2;1;Это ты про себя рассказываешь ... Твои слова говорят о тебе...Тебя прокляли ...сходи в мечеть помолись...
2;1;ебать тя в ноздри ты еще до сей поры здесь на сайте бегемот,те надо повесится раком на потолке или нажратся в поликлинике каллоанализов чтоб умереть наверняка)))А корова ты молокодающая наверное с нижних лопостей те надо пёрнуть три раза в лунную ночь на солнце тогда можеть быть найдешь принца на курице))))
2;1;красавица
2;1;Красная девица...особенно очи.В эти глаза можно влюбится.
2;1;Ты очень красивая
2;1;Прелесть
2;1;Красивие глазкий
2;1;привет..пиши пожалуйста в личку
2;1;Ранги керичоне
2;1;Она хоть кому-то ответила?
2;1;Настоящая!
2;1;Бусумтайе
2;1;Приятная девушка
2;1;Супер
2;1;Хушруча
2;1;Тинчику
2;1;Самая красивая , самая симпатичная и самая , самая сладкая конфетка. Обожаю.
2;1;супер
2;1;Хушруйча
2;1;Вы просто прелесть да и только!
2;1;Салом духтари зебо
2;1;Привет красавица
2;1;Шинос мешем зебоча?
2;1;Салом
2;1;На пиши мне солнце
2;1;Салом личкамда навис
2;1;Приветствую) Желаю хорошего дня.
2;1;Приятная девушка
2;1;Хушруяк
2;1;Вы красавица
2;1;Салом хушруча
2;1;Салом
2;1;Ачоиб мембулум аку
2;1;Салом
2;1;Молодец
2;1;Очень красиво выглядишь
2;1;Салом
2;1;Здравствуйте милая принцесса вы очень умница и красавица написали умница слова
2;1;Хушрувак будай
2;1;Привет красавица
2;1;Барой чи навишта наметонам шуморо?
2;1;Салом алекум
2;1;Салом
2;1;Салом.
2;1;Карасавица
2;1;Зебо
2;1;Салом
2;1;Чикари ман
2;1;Салом чихел шумо
2;1;Салом шинос мешем
2;1;Классная
1;2;Какой стильный мальчик
1;1;мммм!каков Самец!
1;1;Спасибо красавица
1;1;спасибо
1;1;спасибо за хорошие слова
1;1;а ты самая лучшая
1;2;Очень красиво и красивый.
1;1;да это я
1;2;очень красивое фото и ты на нем-:)
1;2;красота
1;1;спасибо
1;1;спасибо
1;2;СУПЕР КЛАСС!
1;2;Фото и ты супер.
1;2;Очень красивое фото.
1;2;Удачи тебе и любви!
1;2;Красота!
1;2;Лучше не бывает))
1;2;Ты самый лучший...
1;2;Пишешь от 17лет а ко мне знакомая пришла с дочкой ей 18 вот не понравился ей ты\nЗа чем пишите от 17 или
2;2;Спасибо
2;2;Спасибо большое за ком
1;2;Привет
2;1;просто женщина мечты любой мужшины...
2;1;Выглядишь очень красивая
2;1;Ты крвсво
2;1;Красивая
2;1;милашка хушруйча
2;1;Какая ты хорошенькая
2;1;Привет красавица
2;1;Салом
2;1;Здравствуйте
2;1;Привет
2;1;Привет
2;1;Привет мальшка
2;1;Прелесть
2;1;Очерователная взгляды у вас просто прелесть
2;1;Ты супер
2;1;Красавица
2;1;Привет красавица Вы на самом деле очень прекрасно выглядишь если возможно есть пиши мне пожалуйста Я буду ждать
2;1;Ззз
2;1;привет пиши
2;1;Привет,а ты красивая напиши мне
2;1;Просто прелесть
2;1;Сразу видно хороший человек!
2;1;Можем пообщаться в Вайбере. Напишите мне телефон в личку и я отправлю приятный смайлик)
2;1;Приветствую) Желаю хорошего дня.
2;1;Културная порядочная и очаровательная девушка
2;1;Мне очень понравилась!
2;1;Сразу видно хороший человек!
2;1;Привет
2;1;Вы очень хорошо выглядите солнышко.
2;1;ВОСХЕТИТЕЛЬНА ВЫГЛЯДИЩ!
2;1;привет
2;1;прикольное знакомство что бы не писали хмхм
2;1;Не против познакомиться
2;1;Милана ты прелесть
2;1;Привет напиши пожалуйста в лику
2;1;Как мило
2;1;Красивая
2;1;Лапочка
2;2;Люби пока бьётся сердце.
2;1;Выглядишь прекрасно просто чудесно
2;1;Очень милая
2;1;Прелесть
2;1;милая девушка
2;1;Салом
2;2;Я и снова я
2;1;Красивая
2;2;Не чем не занята
2;2;Все отл
2;1;ТЫ СУПЕР
2;1;Супер красавца как дела чем занита
2;2;Привет.
2;1;салом алек
2;2;Хм
2;1;СИМПАТИЧНАЯ
2;1;Божественно...
2;1;Жаркие губки красавица
2;1;Выглядишь очень прекрасно
2;2;Сп
2;1;Вот ты секси
2;2;Спасибо
2;1;ТЫ САМАЯ ПЕРЕКРАСНАЯ ЖЕНШИНА
2;2;Спасибо
2;2;Сп
2;2;Спасибо большое
2;1;Симпотичная
2;2;Спасибо
2;2;Спасибо
2;2;Спасибо
2;2;Спасибо
2;1;Тоист воласи паправка
2;1;Шикарно виглядиш Милана супер обожаю женщин с длинами волосами Вит женщину украшает и волами тоже очин превлекателная ты секси секси
2;2;Спасибо
2;2;Сп
2;2;Спасибо
2;1;Миленькая девушка
2;2;спасибо
2;1;Приветик! Таинственная незнакомка!!!!!!!!!!!
2;2;Привет
2;1;Салом
2;1;Привет
2;1;Какие у тебя красивые глаза просто прелесть
2;1;Девушка то что я мечтал
2;1;Украду.
2;1;Небесное кукла...
2;1;приветик!
2;1;Ты прелесть
2;1;Почему я не могу писать тебе в личку
2;1;Привет красавица
2;1;Зани зебо
2;1;Выходи за меня за муж)
1;1;Привет
1;2;милый
1;2;Ку-ку! Нашли тётушку?
1;2;Шикарный
1;2;Ма ша Аллах
1;2;Красавчик
2;1;Красивая
2;1;Жаль,что только одна фотография!(
2;1;Прелесть 
2;1;Прелесть
2;1;Глаза супер!!!
2;1;Красивая
2;1;Красавица
2;1;Красивая
2;1;Изюминка!!!
2;1;Кукла
2;1;Привет солнышко довайте поженимся вы мне очень нравится росскажите о себе 
2;1;Богиня
2;1;Красивая
2;1;Мужчина рукастый ей нужен (а то вон сзади плитка с потолка
2;1;Нереальной красоты глазки!!!Шарман Шарман!!!!!!!!!!!
2;1;на втором плане салфетки, не?
2;1;Привет
2;1;Удача ждет тебя, откройся для счастья и успеха!
2;1;Хорошенькая   
2;1;Привет солнышко довайте поженимся  росскажите о себе
2;1;Красавица
2;1;Красивая
2;1;Милая
2;1;Красата спартсменка
2;1;Приятная женщина
2;1;Красивая
2;1;Красивая
2;1;Хороша
2;1;Симпотяжка!
2;1;Богиня
2;1;Прелесть!пообщаемся?
2;1;Ужасно красива глядя свысока 
2;1;Красивая
2;1;Можно имо
2;1;Такая лапочка
2;1;Миленькая!
2;1;Какая вы Славная
2;1;От одного взгляда можно сума сойти
2;1;Какая няшка 
2;1;богиня
2;1;ТЫ САМАЯ КРАСИВАЯ
2;1;ОЧАРОВАТЕЛЬНАЯ
2;1;Красавица
2;1;Привет +793778
2;1;Привет солнышко довайте поженимся вы мне очень нравится росскажите о себе 
2;1;Жалко что нельзя до тебя дописаться
2;1;Красавица
2;1;"Прит 31 \""Миловидность обманчива и красота суетна; но жена, боящаяся Господа, достойна хвалы.\"""
2;1;Милая!!!
2;1;Вы отлично дополняете природу позади вас...Такой великолепный цветок.)
2;1;привет, ты супер
2;1;Милашка
2;1;Напишите мне в личку уменя нет вип
2;1;Salam jan
2;1;Привет
2;1;Приветик как делишки? Знакомимся?
2;1;Хороша.может созвонимся +993 63 6
2;1;Богиня вселенной
2;1;Какая ПРЕЛЕСТЬ , милая девушка .
2;1;Красавица,слов нет просто)
2;1;Красавица)
2;1;Она мама ваша?
2;1;Просто прелесть!!!
2;1;Ты классная 
2;1;Супер!
2;1;Очаровательная 
2;1;Прелесть!
2;1;Классная ты милая и приятная очень
2;1;Красивая девушка
2;1;Нет милая лучше тебя
2;1;Красавица)
2;1;"Да продлит достапочтенный дни наши в радости и с последующим пробуждением в этой солнечной сестеме в &#039;&#039;рукове&#"
2;1;Обнимашки
2;1;Красивая Азия
2;1;Сексуальная девочка
2;1;"Кошка ждёт свою &#039;&#039;мышку&#"
2;1;Ммм. Губы красивая 
2;2;Милашки!!!
2;1;В лифте застряли но всё равно ни слова ни кому ни скажем))
2;1;Ути господи))
2;1;Привет из Кавказа
2;1;Красивые девушки, приятно посмотреть!!!
2;1;Тимне панравился
2;1;Вот это фото
2;1;А у нас два тел-ф-на один снимает по другому обьщаемся находясь в библиотеке...(что-то типпа того))___
2;1;Сёстры близняшки))
2;1;Ты на звезда похож
2;1;Ти красивая
2;1;Где ещё три пальца)))
2;1;Очень красиво выглядишь
2;1;Очень очень красивая )
2;1;Красава
2;1;Типа приходите в гости а нас дома всё равно нет))
2;1;Симпатичные
2;1;Прелести
2;1;Ух...глаза хЫтрые)))
2;1;Красивая девушка
2;1;Шикарная девушка)
2;2;Странно )
2;1;Вы очеровательны. Не могу вам написать сообшения не идут.
2;1;А кошка спит)))...интересно мурчит?)
2;1;Просто великолепно
2;1;Приятная девушка
2;1;Глаза и губы очень красивая мммм
2;1;Ты прелесть!
2;1;У тебя губы такая необыкновенная красивая 
2;1;Сладина
2;1;Куколка
2;1;Конкретная асалча
2;1;Прелесть
2;1;Вы сногшибательно красиво выглядите
2;1;Привет из Турции
2;1;Богиня
2;1;Красотка
2;1;Красавица
2;1;Рюмки не видно
2;1;Яркая как солнышко
2;1;По-моему ты создана для меня
2;1;Привет солнышко довайте поженимся 
2;1;Привет солнышко довайте поженимся вы мне очень нравится росскажите о себе я довец живу и работаю на севере
2;1;да я смотрю твои глаза и вижу как ты многое пережыла
2;1;Милая красивая и сексуальная
2;1;Хороша
2;1;БОГИНЯ
2;1;Вы очень божественно красива
2;1;Очень красивая
2;1;Асаляа
2;1;Привет солнышко довайте поженимся вы мне очень нравится росскажите о себе  я довец работаю и живу на севере
2;1;Красивая
2;1;Добрый день принцесса
2;1;Красуня
2;1;Привет
2;1;Приветик
2;1;Привет!
2;1;Не зачто принцесса
2;1;Да я на чат ангелочка попал , низкий поклон родителям за такую прелесть....
2;1;Взгляд уверенной в себе женщины. Молодец)
2;1;Будь по вашему...
2;1;)))...но и стоя тож- напряжно же))...чувст.,юмора отменное!!Удачи.
2;1;Присесть я бы предложил...
2;1;Фото из интернета)
2;1;Супер!
2;1;Муррр
2;1;Симпатичная девушка, давайте знакомиться?
2;1;Привет как ты красавица
2;1;Напиши мне в личку
2;1;Привет
2;1;Привет. Напиши мне. Я не могу тебе писать
2;1;Salam govmy yash oglan bn barlap goresin gelenokmy hayysh sovme yone
2;1;супер
2;1;Богиня вселенной
2;1;Я бы женился тебе.! 
2;1;Пиши мне красавица
2;1;Приветик
2;1;Приветик
2;1;Красивая
2;1;Привет красавица
2;1;Красивая фото Красивая приятная девушка мм
2;1;Красавица
2;1;Красавица
2;1;Приятная женщина
2;1;Супер
2;1;Пажалуста зделай так чтобы я тибе смог писать
2;1;Привет пачему я тибе немагу писать
2;1;Вы супер
2;1;ах какая красивая девушка вы,мнеб такую,ммм
2;1;вы просто красавица
2;1;Богиня
2;1;Прелесть
2;1;Привет
2;1;Приветик
2;1;С Новым Годом тебя
2;2;Спасибо
2;1;Оххх кайф
2;1;Супер красавица
2;2;Спасибо
2;1;Красавица
2;1;Привет напиши мне в личку
2;1;Приветик как делишки? Знакомимся?
2;1;guzelsin
2;1;У тя хорошый вкус и умеешь всё как надо приподнести))
2;1;Конфетка прям 
2;1;Нимфы прям
2;1;Нимфы прям
2;1;Прекрасная
2;1;Супер
2;1;Лойс конфетка )
2;1;Солнышко!
2;1;Привет, у тебя очень шикарные и глубокие глаза, а так же носик мне твой понравился
2;1;Прелесть 
2;1;Очаровательная обояжка!!))
2;1;Сногшибательная
2;1;Очень даже какая :)
2;1;Ах, какая женщина!
2;1;Красивая
2;1;Добрый день принцесса
2;1;Милая
2;1;Здраствуйте. Добавьте меня в друзья
2;1;Красивая
2;1;Доброй ночи
2;1;Шикарная:)
2;1;Красуня
2;1;номерини берсене
2;1;Не могу в личку написать(
2;1;Привет
2;1;Вы очень красивая
2;1;Напиши мне. Надеюсь вспомнила меня
2;1;Привет
2;1;очень красивая!
2;1;как ты красива )
2;1;ничего себе, красивый
2;1;Gozel kz
2;1;Ва
2;1;ты прекрасна
2;1;Guzelsin
2;1;Хуен долбоеб
2;1;Имо болса добавить эт +790514
2;1;Жерен
2;1;Салам
2;1;Милая
2;1;Красивая
2;1;Хорошенькая
2;2;Хм
2;1;Милая и очень обоятельная
2;1;Тебе очень идут 
2;1;Красавица 647969
2;1;Мась привет. Надеюсь не забыла меня.напиши в личку свой номер.я просто поменял номер.и твой удалился.это срочно
2;1;БОГИНЯ
2;1;Отлично выглядишь 
2;1;Ты очень красивая
2;1;Ах какая женщина!
2;1;Красивая
2;1;Самая красивая девушка
2;1;Вы очин красивая
2;1;Масяня привет добавь меня солнышко
2;1;Весна пора выезд на природу !
2;1;Как всегда прекрасна!
2;1;Красавитца
2;1;Ты супер секси
2;1;Красавица
2;1;Милая
2;1;Ослепительная прелесть
2;1;Привет, ответь в личку если не трудно
2;1;Обалденная,Масяня)
2;1;Красавица
2;1;Приятный женшина
2;1;Красивая женщина
2;1;Обажаю
2;1;Очеравателная и милая
2;1;Хорошо выглядишь очень красивоя девочка
2;1;ЖАЛЬ ЧТО БЛИЗНЕЦ БЛИЗНЕЦУ НЕ ПОДХОДЯТ
2;1;Сладкая
2;1;Привет как дела может свами познакомился
2;1;Богиня
2;1;Хороша
2;1;Ет точн
2;1;Ты моя Богиня Оксана
2;1;Даааа,вы супер звезда
2;1;Секс бомба супер уляля кесвисе авек муааааа
2;1;Ть такой красивой хароши фигура очин
2;1;Красивая фото Красивая приятная девушка мм
2;1;вы красивая сладкая девушка,может подружимся?
2;1;Я тоже эту милашку кормил с рук
2;1;Эт твой парень на заднем фоне?
2;1;Меня головой прикрыла на фото))
2;1;Щас укусит )))
2;1;КРАСАВИЦА! С ВЕРНЫМ И ЛАСКОВЫМ ДРУЖКОМ!
2;1;ТЫ СУПЕР МИЛАЯ
2;1;Ты мой Рай Оксана
2;1;Вы просто красавица,приятно на вас смотреть
2;1;хорошая обычная проста по фотке хозяйственная дама ВЫмне очень понравилост
2;1;Добавить в имо?
2;1;Пообщаемся в имо?
2;1;Принцесса
2;1;Сладкая дама!
2;1;Красивая
2;1;ЧУДО! И ПРЕЛЕСТЬ!
2;1;МИЛАЯ ТЫ САМАЯ КРАСИВАЯ
1;2;Хорошенький
2;1;Напиши мне,я тоже с ташауза
2;1;Красивя
2;1;Ты прелесть
2;1;Красата
1;2;Привет
1;2;Супер выглядиш красавчик!!!
1;1;Спс
1;2;Все 555 тебе
1;2;Классный очень
1;2;Какой красивый mааааа
1;2;Спасибо за оценки
1;2;Ты супер
1;2;Классно!!!
1;2;ахх..какие маки....
1;2;Красивый и очень порядочный m
1;2;Пулат ты классный
1;2;5 +
1;2;5+
1;2;Пулат ты как всегда супер
1;2;5+
1;2;Муж нужен Пулат
1;2;Симпатюля о
1;2;Милое фото...
1;1;да карьер,будь камень
1;2;Это карьер? Какой там камень гранит или белый?
1;2;Каго ты гладиш у тебя есть собака?как его зовут?
1;2;Вы действительно,афганец!?
1;2;Интересненько?
1;2;нормальный чел!!
1;2;приятный
1;2;Ах какой m мне бы такого
1;2;мое
1;2;СЛАВНЫЙ...
1;2;ХОРОШ !
1;2;Ты классный
2;1;Девочка бомба, девочка вау
2;1;Мммм ты прелесть
2;1;Супер жана
2;1;Милое личико 
2;1;Лапочка
2;1;Салам оваданжа
2;1;Оваза
2;1;Хорошего человека должнобыть много
2;1;А ты красивая
2;1;Привет
2;1;Прелесть!пообщаемся?
2;1;Напиши в личку
2;1;красивая,приятная девушка
2;1;Привет
2;1;Привет пообщаемся
2;1;А МАРЫ ЭТО ГДЕ?
2;1;Светик привет
2;1;ПРЕЛЕСТЬ И ОЧАРОВАНИЕ,НЕЖНОСТЬ,И КРАСОТА ВСЁ ЭТО ВЫРАЗИЛОСЬ В ВАС СВЕТЛАНА!
2;2;Привет
2;1;Privet
2;1;Пообщаемся прелесть
2;2;Спасибо всем
2;1;Ослепительная фигурка милая
2;1;Прелесная девушка
2;1;Привет
2;1;Красавица
2;1;Aysam jan привет gun aydin ,sabahan -nur и всего вам хорошего. Beklyorum.
2;1;Привет Айсам какая же ты красивая чок чок Гузель сен фистик гиби Киз сен
2;1;Красавица
2;1;Красивая и Прекрасная женщина землячка
2;1;КРАСАВИЦА .
2;1;Сладкая девочка
2;1;Красавица
2;1;ух ты моя красотка
2;1;Вав. Только можно сказать так
2;1;О боже какая вы красивая
2;1;Красивая девушка с большими глазами 
2;1;Красивая
2;1;Salom Samarqanddan man xabar qoldiring
2;1;Красотка
2;1;Какая прелесть!)
2;1;Очень милая девушка)
2;1;привет красавица давайте знакомиться
2;1;Красивая девушка, давайте знакомиться?
2;1;Привет) сколько лет сколько зим)
2;1;Красивая
2;1;Красотка, ты чистая туркменка?
2;1;Какая ты КРАСАВИЦА
2;1;Пиши мне красавица
2;1;Salom
2;1;Прелесть
2;1;Приветик как Делишки? Знакомимся?
2;1;salam 
2;1;Привет красавица классная фотка, симпатичная красавица
2;2;Шикарная!!!
2;1;Ваша красота сияет как бриллиант
2;1;Милый ангел
2;1;Привет
2;1;Привет из Кавказа
2;1;Прелесть
2;1;симпатяжка
2;1;Очеравателная
2;1;Симпатичная
2;1;Чертовски хороша.
2;1;симпотяшка
2;1;Утебя глазки как алмазки очень красивые 
2;1;Привет красавица классная фотка
2;1;Красивая красивая ,тебя нужно сильно любить!
2;1;Hello how are you
2;1;Ммм... Очаровательная, безумно сексуальная женщина
2;1;Милашка!
2;1;Богиня вселенной
2;1;Милая милашка
2;1;Класс
2;1;красуня
2;1;Маленькая моя)) 
2;1;Вкусняшка
2;1;Красивая!!!
2;1;Симпатичная
2;1;На небо очень много красивые звезды но не одна из них не сравниться с вашей красотой
2;1;"Прит 31 \""Миловидность обманчива и красота суетна; но жена, боящаяся Господа, достойна хвалы.\"""
2;1;Добрый день
2;1;Не могу написать в личку
2;1;ПРЕЛЕСТЬ .
2;1;Такие красивая
2;1;Ослепительная улыбка прелесть
2;1;симпатяжка
2;1;симпатяжка
2;1;симпотяжка
2;1;Симпатичная
2;1;Классная улыбки красивые взгляд красивые глаза просто нет слов красавица
1;2;Чё Всё так плохо что аж до 65
2;1;Милая
2;1;Красивая
2;1;Прелесть
2;1;Красивая
2;2;Милая!
2;1;Красивая
2;1;Супер...
2;1;Симпатичная
2;1;Красивая
2;1;Ты очень милая
2;1;Очень Красивая!!!
2;1;привет красавица можно познакомиться
2;1;салам
2;1;Богиня
2;1;Настоящая Туркменка .
2;1;Уз юртимнинг кизлари гузалликда дунёда тенгсиз,илохим куз тегмасин.
2;1;Хорошенькая   
2;1;Привет
2;1;Обворожительна милая
2;1;хм, что-то в тебе есть)
2;1;Привет. Выглядишь красиво. Не понимаю, зачем тебе сайт знакомста. Если интересно, давай общаться?)
2;1;Ух ты! А за меня замуж пойдешь?!
2;1;Красотка
2;2;Говумсыз
2;2;Нахили овадан созлер дал
2;1;Милашка
2;1;Думаю, у мeня нeт шaнcoв пoзнaкoмитьcя c дeвушкoй, ocoбeннo c тaкoй кpacaвицeй. Дaй знaть, ecли этo нe тaк
2;1;Очаровашка!!!
2;1;Привет
2;1;Глазки просто огонь)
2;1;Милая
2;1;Красивая
2;1;супер
2;1;просто красавица
2;1;Прелесть 
2;1;Хорошо выглядишь
2;1;пусть кто что хочет говорит но я внимание не оброшу я готов ради свох детей навсё и ради любимой
2;1;если хочеш поговорить атветь в личку Огулжан я готов тебя любить до конца своей жызни
2;1;привет яб построилбы стобой крепкую семью если ты примиш маих детей
2;1;Самая Красивая!!!
2;1;Ответь в личку
2;1;Лапочка ответь в личку
2;1;Очаровательная
2;1;You are beautiful
2;1;Привет , не могу тебе написать почему ..если не трудно ответь
2;1;Привет
2;1;Sn hamidan gzelsn
2;1;привет оля
2;1;Туркманистон маликаси
2;1;Милая девушка
2;1;Шикарно!
2;1;Приветик
2;1;Желаю счастья
2;1;Красоточка!
2;1;Классная
2;1;[спам]
2;1;Сладкая парочка!
2;1;бир биридан гузал бу кизлар
2;1;Класс!
2;1;Прелесть!
2;1;Красивая
2;1;Салам
2;1;Привет
2;1;Хорошенькая!
2;1;Вместо это медведа я тебя обниму?
2;1;салам
2;1;О БОЖЕ ЛЕДИ как Вы прекрасны... Притяжение умов дает уважение. Притяжение душ дает дружбу.Притяжение тел дает страсть.Сумма трех притяжений дает любовь...мммм Твои глаза, мои мечты во снах о Боже, Красивая девушка -
2;1;ЛЕДИ СПАСИБО ВЫ ЖЕНЩИНА МИРА ДОБРА СЧАСТЬЯ НАСЛАЖДЕНИЯ ДУШИ - ТЕЛА ПРОСТО СИМПАТИЯ ЗЕМНАЯ КРАСОТА ВЫ ЧЬЕ ТО СЧАСТЬЕ ДУШИ ТЕЛА ?
2;1;Красавица
2;1;MISS ЛЕДИ СПАСИБО ВЫ ЖЕНЩИНА МИРА ДОБРА СЧАСТЬЯ НАСЛАЖДЕНИЯ ДУШИ - ТЕЛА ПРОСТО СИМПАТИЯ ЗЕМНАЯ КРАСОТА ВЫ ЧЬЕ ТО СЧАСТЬЕ ДУШИ ТЕЛ НАСЛАЖДЕНИЕ ВАШЕЙ УСЛАДОЙ ?...
2;1;Любимая я вас очень люблю а теперь когда и где увидимся!!!
2;2;Спасибо
2;2;Благодарю
